english,name,duration,release_date,director,scenarists,actors,type,ratings,brief_into,movie_id
1,Juno,1h 36min,25 December 2007 (USA),['Jason Reitman'],"['Diablo Cody', 'Fox Searchlight Pictures', 'Mandate Pictures', 'Mr. Mudd']","['Ellen Page', 'Michael Cera', 'Jennifer Garner']","['Comedy', 'Drama']",['7.5'],"A tale told over four seasons, starting in autumn when Juno, a 16-year-old high-school junior in Minnesota, discovers she's pregnant after one event in a chair with her best friend, Bleeker. In the waiting room of an abortion clinic, the quirky and whip-sharp Juno decides to give birth and to place the child with an adoptive couple. She finds one in the PennySaver personals, contacts them, tells her dad and step-mother, and carries on with school. The chosen parents, upscale yuppies (one of whom is cool and laid back, the other meticulous and uptight), meet Juno, sign papers, and the year unfolds. Will Juno's plan work, can she improvise, and what about Bleeker?",219
1,The Matrix Reloaded,2h 18min,15 May 2003 (USA),"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski', 'Warner Bros.', 'Village Roadshow Pictures', 'Silver Pictures']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']","['Action', 'Sci-Fi']",['7.2'],"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance. Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix, and a certain degree of precognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source. Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has chosen Neo as his next target.",220
1,The Legend of 1900,2h 45min,28 October 1998 (Italy),['Giuseppe Tornatore'],"['Alessandro Baricco', 'Giuseppe Tornatore', 'Sciarlò', 'Medusa Film']","['Tim Roth', 'Pruitt Taylor Vince', 'Bill Nunn']","['Drama', 'Music', 'Romance']",['8.1'],"1900. Danny Boodmann, a stoker on an American passenger liner, Virginian, finds a baby abandoned on the ship. He names the child Danny Boodmann T.D. Lemon Nineteen Hundred '1900' and raises the child as his own until his death in an accident on the ship. The child never leaves the ship and turns out to be a musical genius, especially when it comes to playing the piano. As an adult he befriends a trumpet player in the ship's band, Max Tooney. After several years on the ship Max leaves, and tells the story of 1900 to the owner of a music store.",221
1,It Happened One Night,1h 45min,23 February 1934 (USA),,"['Robert Riskin', 'Samuel Hopkins Adams', 'Columbia Pictures Corporation']","['Clark Gable', 'Claudette Colbert', 'Walter Connolly']","['Comedy', 'Romance']",['8.2'],"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what (he thinks!) he wants .... a really juicy newspaper story.",223
1,Transformers: Revenge of the Fallen,2h 30min,24 June 2009 (USA),,"['Ehren Kruger', 'Roberto Orci', 'DreamWorks', 'Paramount Pictures', 'Hasbro']","['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']","['Action', 'Adventure', 'Sci-Fi']",['6.0'],"A youth chooses manhood. The week Sam Witwicky starts college, the Decepticons make trouble in Shanghai. A presidential envoy believes it's because the Autobots are around; he wants them gone. He's wrong: the Decepticons need access to Sam's mind to see some glyphs imprinted there that will lead them to a fragile object that, when inserted in an alien machine hidden in Egypt for centuries, will give them the power to blow out the sun. Sam, his girlfriend Mikaela Banes, and Sam's parents are in danger. Optimus Prime and Bumblebee are Sam's principal protectors. If one of them goes down, what becomes of Sam?",227
1,Stranger Things,55min,TV Series (2016– ),,"['Matt Duffer', 'Ross Duffer', '21 Laps Entertainment', 'Monkey Massacre']","['Winona Ryder', 'David Harbour', 'Finn Wolfhard']","['Drama', 'Fantasy', 'Horror']",['9.0'],"In a small town where everyone knows everyone, a peculiar incident starts a chain of events that leads to the disappearance of a child - which begins to tear at the fabric of an otherwise peaceful community. Dark government agencies and seemingly malevolent supernatural forces converge on the town while a few locals begin to understand that there's more going on than meets the eye.",229
1,World War Z,1h 56min,21 June 2013 (USA),,"['Matthew Michael Carnahan', 'Drew Goddard', 'Paramount Pictures', 'Skydance Media', 'Hemisphere Media Capital']","['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz']","['Action', 'Adventure', 'Horror']",['7.0'],"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",231
1,Cast Away,2h 23min,22 December 2000 (USA),['Robert Zemeckis'],"['William Broyles Jr.', 'Twentieth Century Fox Film Corporation', 'DreamWorks', 'ImageMovers']","['Tom Hanks', 'Helen Hunt', 'Paul Sanchez']","['Adventure', 'Drama', 'Romance']",['7.7'],"A man is marooned on an island after his plane crashes into the ocean. Far away from home, his girlfriend, and any human contact, he engages in a battle of wits with himself as he is tested mentally, physically, and emotionally in order to survive.",232
1,2001: A Space Odyssey,2h 29min,12 May 1968 (UK),,"['Stanley Kubrick', 'Arthur C. Clarke', 'Metro-Goldwyn-Mayer (MGM)', 'Stanley Kubrick Productions']","['Keir Dullea', 'Gary Lockwood', 'William Sylvester']","['Adventure', 'Sci-Fi']",['8.3'],"""2001"" is a story of evolution. Sometime in the distant past, someone or something nudged evolution by placing a monolith on Earth (presumably elsewhere throughout the universe as well). Evolution then enabled humankind to reach the moon's surface, where yet another monolith is found, one that signals the monolith placers that humankind has evolved that far. Now a race begins between computers (HAL) and human (Bowman) to reach the monolith placers. The winner will achieve the next step in evolution, whatever that may be.",237
1,The Lost City of Z,2h 21min,21 April 2017 (USA),,"['James Gray', 'David Grann', 'Keep Your Head', 'MICA Entertainment', 'MadRiver Pictures']","['Charlie Hunnam', 'Robert Pattinson', 'Sienna Miller']","['Action', 'Adventure', 'Biography']",['7.1'],"The Lost City of Z tells the incredible true story of British explorer Percy Fawcett, who journeys into the Amazon at the dawn of the 20th century and discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment who regard indigenous populations as ""savages,"" the determined Fawcett - supported by his devoted wife, son and aide de camp returns time and again to his beloved jungle in an attempt to prove his case, culminating in his mysterious disappearance in 1925.",239
1,Captain America: The First Avenger,2h 4min,22 July 2011 (USA),,"['Christopher Markus', 'Stephen McFeely', 'Paramount Pictures', 'Marvel Entertainment', 'Marvel Studios']","['Chris Evans', 'Hugo Weaving', 'Samuel L. Jackson']","['Action', 'Adventure', 'Sci-Fi']",['6.9'],"It is 1942, America has entered World War II, and sickly but determined Steve Rogers is frustrated at being rejected yet again for military service. Everything changes when Dr. Erskine recruits him for the secret Project Rebirth. Proving his extraordinary courage, wits and conscience, Rogers undergoes the experiment and his weak body is suddenly enhanced into the maximum human potential. When Dr. Erskine is then immediately assassinated by an agent of Nazi Germany's secret HYDRA research department (headed by Johann Schmidt, a.k.a. the Red Skull), Rogers is left as a unique man who is initially misused as a propaganda mascot; however, when his comrades need him, Rogers goes on a successful adventure that truly makes him Captain America, and his war against Schmidt begins.",242
1,Charlie and the Chocolate Factory,1h 55min,15 July 2005 (USA),['Tim Burton'],"['Roald Dahl', 'John August', 'Warner Bros.', 'Village Roadshow Pictures', 'Zanuck Company, The']","['Johnny Depp', 'Freddie Highmore', 'David Kelly']","['Adventure', 'Comedy', 'Family']",['6.7'],"When Willy Wonka decides to let five children into his chocolate factory, he decides to release five golden tickets in five separate chocolate bars, causing complete mayhem. The tickets start to be found, with the fifth going to a very special boy, called Charlie Bucket. With his Grandpa, Charlie joins the rest of the children to experience the most amazing factory ever. But not everything goes to plan within the factory.",244
1,Unbreakable,1h 46min,22 November 2000 (USA),['M. Night Shyamalan'],"['M. Night Shyamalan', 'Touchstone Pictures', 'Blinding Edge Pictures', 'Barry Mendel Productions']","['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright']","['Drama', 'Mystery', 'Sci-Fi']",['7.2'],This suspense thriller unfolds as the audience is introduced to David Dunn. Not only is he the sole survivor of a horrific train-crash that killed 131 people he doesn't have a scratch on him. Elijah Price is an obscure character who approaches Dunn with a seemingly far fetched theory behind it all.,247
1,Santa Clarita Diet,30min,TV Series (2017– ),,"['Victor Fresco', 'Garfield Grove Productions', 'KatCo', 'Kapital Entertainment']","['Drew Barrymore', 'Timothy Olyphant', 'Liv Hewson']","['Comedy', 'Horror']",['7.7'],"Sheila and Joel are married real estate agents in Santa Clarita, California. When Sheila dies, their lives take a dark turn.",249
1,Home Alone,1h 43min,16 November 1990 (USA),['Chris Columbus'],"['John Hughes', 'Hughes Entertainment', 'Twentieth Century Fox Film Corporation']","['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern']","['Comedy', 'Family']",['7.5'],"It is Christmas time and the McCallister family is preparing for a vacation in Paris, France. But the youngest in the family named Kevin got into a scuffle with his older brother Buzz and was sent to his room which is on the third floor of his house. Then, the next morning, while the rest of the family was in a rush to make it to the airport on time, they completely forgot about Kevin who now has the house all to himself. Being home alone was fun for Kevin, having a pizza all to himself, jumping on his parents' bed, and making a mess. Then, Kevin discovers about two burglars, Harry and Marv, about to rob his house on Christmas Eve. Kevin acts quickly by wiring his own house with makeshift booby traps to stop the burglars and to bring them to justice.",250
1,Alice Through the Looking Glass,1h 53min,27 May 2016 (USA),,"['Linda Woolverton', 'Lewis Carroll', 'Walt Disney Pictures', 'Roth Films', 'Team Todd']","['Mia Wasikowska', 'Johnny Depp', 'Helena Bonham Carter']","['Adventure', 'Family', 'Fantasy']",['6.2'],"Alice returns to the magical world of Underland, only to find the Hatter in a horrible state. With the help of her friends, Alice must travel through time to save the Mad Hatter and Underland's fate from the evil clutches of the Red Queen and a clock like creature, known as Time.",254
1,Iron Man 2,2h 4min,7 May 2010 (USA),,"['Justin Theroux', 'Stan Lee', 'Paramount Pictures', 'Marvel Entertainment', 'Marvel Studios']","['Robert Downey Jr.', 'Mickey Rourke', 'Gwyneth Paltrow']","['Action', 'Adventure', 'Sci-Fi']",['7.0'],"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press, and the public to share his technology with the military. Unwilling to let go of his invention, Stark, along with Pepper Potts, and James ""Rhodey"" Rhodes at his side, must forge new alliances - and confront powerful enemies.",257
1,Lolita,2h 17min,25 September 1998 (USA),['Adrian Lyne'],"['Vladimir Nabokov', 'Stephen Schiff', 'Guild', 'Lolita Productions', 'Pathé']","['Jeremy Irons', 'Dominique Swain', 'Melanie Griffith']","['Drama', 'Romance']",['6.9'],"Humbert Humbert, a British professor coming to the US to teach, rents a room in Charlotte Haze's house, but only after he sees her 14-year-old daughter, Dolores (Lolita), to whom he is immediately attracted. Though he hates the mother, he marries her as this is the only way to be close to the girl, who will prove to be too mature for her age. They start a journey together, trying to hide they're not just (step)father and daughter, throughout the country, being followed by someone whom Humbert first suspects to be from the police. The profound jealousy, and maybe some guilt from the forbidden love, seem slowly to drive the man emotionally labile.",261
1,I Am Sam,2h 12min,25 January 2002 (USA),['Jessie Nelson'],"['Kristine Johnson', 'Jessie Nelson', 'New Line Cinema', 'Avery Pix', 'Bedford Falls Company, The']","['Sean Penn', 'Michelle Pfeiffer', 'Dakota Fanning']",['Drama'],['7.6'],"Sam Dawson has the mental capacity of a 7-year-old. He works at a Starbucks and is obsessed with the Beatles. He has a daughter with a homeless woman; she abandons them as soon as they leave the hospital. He names his daughter Lucy Diamond (after the Beatles song), and raises her. But as she reaches age 7 herself, Sam's limitations start to become a problem at school; she's intentionally holding back to avoid looking smarter than him. The authorities take her away, and Sam shames high-priced lawyer Rita Harrison into taking his case pro bono. In the process, he teaches her a great deal about love, and whether it's really all you need.",265
1,Lost Highway,2h 14min,21 February 1997 (USA),['David Lynch'],"['David Lynch', 'Barry Gifford', 'October Films', 'CiBy 2000', 'Asymmetrical Productions']","['Bill Pullman', 'Patricia Arquette', 'John Roselius']","['Mystery', 'Thriller']",['7.6'],"Fred Madison, a saxophonist, is accused under mysterious circumstances of murdering his wife Renee. On death row, he inexplicably morphs into a young man named Pete Dayton, leading a completely different life. When Pete is released, his and Fred's paths begin to cross in a surreal, suspenseful web of intrigue, orchestrated by a shady gangster boss named Dick Laurent.",266
1,Psycho,1h 49min,8 September 1960 (USA),['Alfred Hitchcock'],"['Joseph Stefano', 'Robert Bloch', 'Shamley Productions']","['Anthony Perkins', 'Janet Leigh', 'Vera Miles']","['Horror', 'Mystery', 'Thriller']",['8.5'],"Phoenix officeworker Marion Crane is fed up with the way life has treated her. She has to meet her lover Sam in lunch breaks and they cannot get married because Sam has to give most of his money away in alimony. One Friday Marion is trusted to bank $40,000 by her employer. Seeing the opportunity to take the money and start a new life, Marion leaves town and heads towards Sam's California store. Tired after the long drive and caught in a storm, she gets off the main highway and pulls into The Bates Motel. The motel is managed by a quiet young man called Norman who seems to be dominated by his mother.",269
1,Hard Candy,1h 44min,28 April 2006 (USA),['David Slade'],"['Brian Nelson', 'Lions Gate Films', 'Vulcan Productions', 'Launchpad Productions']","['Patrick Wilson', 'Ellen Page', 'Sandra Oh']","['Crime', 'Drama', 'Thriller']",['7.1'],"After three weeks of chatting with the thirty-two year old photographer Jeff Kohlver over the Internet, fourteen year old Hayley Stark meets him in the Nighthawks coffee shop. Hayley flirts with him in spite of the age difference and proposes to go to his house. Once there, she prepares a screwdriver for them and Jeff passes out. When he awakes, he is tied up to a chair, and Hayley accuses him of pedophilia. Jeff denies the accusation, and Hayley begins to torture him in a cat and mouse game.",273
1,Eyes Wide Shut,2h 39min,16 July 1999 (USA),['Stanley Kubrick'],"['Stanley Kubrick', 'Frederic Raphael', 'Warner Bros.', 'Stanley Kubrick Productions', 'Hobby Films']","['Tom Cruise', 'Nicole Kidman', 'Todd Field']","['Drama', 'Mystery', 'Thriller']",['7.3'],"After his wife, Alice, tells him about her sexual fantasies, William Harford sets out for a night of sexual adventure. After several less than successful encounters, he meets an old friend, Nick Nightingale - now a musician - who tells him of strange sex parties when he is required to play the piano blindfolded. All the men at the party are costumed and wear masks while the women are all young and beautiful. Harford manages to find an appropriate costume and heads out to the party. Once there, however, he is warned by someone who recognizes him, despite the mask, that he is in great danger. He manages to extricate himself but the threats prove to be quite real and sinister.",276
1,2012,2h 38min,13 November 2009 (USA),,"['Roland Emmerich', 'Harald Kloser', 'Columbia Pictures', 'Centropolis Entertainment', 'Farewell Productions']","['John Cusack', 'Thandie Newton', 'Chiwetel Ejiofor']","['Action', 'Adventure', 'Sci-Fi']",['5.8'],"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",280
1,Following,1h 9min,5 November 1999 (UK),,"['Christopher Nolan', 'Next Wave Films', 'Syncopy']","['Jeremy Theobald', 'Alex Haw', 'Lucy Russell']","['Crime', 'Mystery', 'Thriller']",['7.6'],"An older man listens to Bill's story about being a callow writer who likes to follow strangers around London, observing them. One day, a glib and self-confident man whom Bill has been following confronts him. He's Cobb, a burglar who takes Bill under his wing and shows him how to break and enter. They burgle a woman's flat; Bill gets intrigued with her (photographs are everywhere in her flat). He follows her and chats her up at a bar owned by her ex-boyfriend, a nasty piece of work who killed someone in her living room with a hammer. Soon Bill is volunteering to do her a favor, which involves a break-in. What does the older man know that Bill doesn't?",281
1,Taxi Driver,1h 53min,8 February 1976 (USA),['Martin Scorsese'],"['Paul Schrader', 'Columbia Pictures Corporation', 'Columbia Pictures', 'Bill/Phillips']","['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd']","['Crime', 'Drama']",['8.3'],"Travis Bickle is an ex-Marine and Vietnam War veteran living in New York City. As he suffers from insomnia, he spends his time working as a taxi driver at night, watching porn movies at seedy cinemas during the day, or thinking about how the world, New York in particular, has deteriorated into a cesspool. He's a loner who has strong opinions about what is right and wrong with mankind. For him, the one bright spot in New York humanity is Betsy, a worker on the presidential nomination campaign of Senator Charles Palantine. He becomes obsessed with her. After an incident with her, he believes he has to do whatever he needs to make the world a better place in his opinion. One of his priorities is to be the savior for Iris, a twelve-year-old runaway and prostitute who he believes wants out of the profession and under the thumb of her pimp and lover Matthew.",283
1,I Am Legend,1h 41min,14 December 2007 (USA),['Francis Lawrence'],"['Mark Protosevich', 'Akiva Goldsman', 'Warner Bros.', 'Village Roadshow Pictures', 'Weed Road Pictures']","['Will Smith', 'Alice Braga', 'Charlie Tahan']","['Drama', 'Horror', 'Sci-Fi']",['7.2'],"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone. Mutant victims of the plague -- The Infected -- lurk in the shadows... watching Neville's every move... waiting for him to make a fatal mistake. Perhaps mankind's last, best hope, Neville is driven by only one remaining mission: to find a way to reverse the effects of the virus using his own immune blood. But he knows he is outnumbered... and quickly running out of time.",288
1,The Bourne Ultimatum,1h 55min,3 August 2007 (USA),['Paul Greengrass'],"['Tony Gilroy', 'Scott Z. Burns', 'Universal Pictures', 'Motion Picture BETA Produktionsgesellschaft', 'Kennedy/Marshall Company, The']","['Matt Damon', 'Edgar Ramírez', 'Joan Allen']","['Action', 'Mystery', 'Thriller']",['8.1'],"Bourne is once again brought out of hiding, this time inadvertently by London-based reporter Simon Ross who is trying to unveil Operation Blackbriar--an upgrade to Project Treadstone--in a series of newspaper columns. Bourne sets up a meeting with Ross and realizes instantly they're being scanned. Information from the reporter stirs a new set of memories, and Bourne must finally, ultimately, uncover his dark past whilst dodging The Company's best efforts in trying to eradicate him.",289
1,Room,1h 58min,22 January 2016 (USA),,"['Emma Donoghue', 'Emma Donoghue', 'Element Pictures', 'Film 4', 'FilmNation Entertainment']","['Brie Larson', 'Jacob Tremblay', 'Sean Bridgers']",['Drama'],['8.2'],"ROOM tells the extraordinary story of Jack, a spirited 5-year-old who is looked after by his loving and devoted mother. Like any good mother, Ma dedicates herself to keeping Jack happy and safe, nurturing him with warmth and love and doing typical things like playing games and telling stories. Their life, however, is anything but typical--they are trapped--confined to a 10-by-10-foot space that Ma has euphemistically named Room. Ma has created a whole universe for Jack within Room, and she will stop at nothing to ensure that, even in this treacherous environment, Jack is able to live a complete and fulfilling life. But as Jack's curiosity about their situation grows, and Ma's resilience reaches its breaking point, they enact a risky plan to escape, ultimately bringing them face-to-face with what may turn out to be the scariest thing yet: the real world.",292
1,One Day,1h 47min,19 August 2011 (USA),,"['David Nicholls', 'David Nicholls', 'Focus Features', 'Random House Films', 'Film4']","['Anne Hathaway', 'Jim Sturgess', 'Patricia Clarkson']","['Drama', 'Romance']",['7.0'],"Emma and Dexter meet on the night of their university graduation. We see them every year on the anniversary of that date - July 15th. Emma is smart but success doesn't come quickly for her, whereas for Dexter, success and women come very easily. Through the years they grow apart as their lives take different directions and they meet other people. But as they grow apart from those other people and their lives start taking opposite directions again, Emma and Dexter find that they belong with each other.",294
1,E.T. the Extra-Terrestrial,1h 55min,11 June 1982 (USA),['Steven Spielberg'],"['Melissa Mathison', 'Universal Pictures', 'Amblin Entertainment']","['Henry Thomas', 'Drew Barrymore', 'Peter Coyote']","['Family', 'Sci-Fi']",['7.9'],"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",295
1,Front of the Class,1h 35min,TV Movie 7 December 2008,['Peter Werner'],"['Thomas Rickman', 'Brad Cohen', 'Hallmark Hall of Fame Productions', 'McGee Street Productions']","['James Wolk', 'Treat Williams', 'Dominic Scott Kay']",['Drama'],['8.2'],"After being challenged by Tourette's syndrome from a very young age, Brad Cohen defies all odds to become a gifted teacher. As Cohen grows up, he must face friends and classmates who don't realize that he sometimes cannot control his outbursts and a father who seems unwilling to accept his son's condition.",297
1,"Like Sunday, Like Rain",1h 44min,6 October 2014 (USA),,"['Frank Whaley', 'BB Film Productions', 'FJ Productions', 'Tagline Pictures']","['Julian Shatkin', 'Olga Merediz', 'Debra Messing']","['Drama', 'Music']",['6.9'],"LIKE SUNDAY, LIKE RAIN tells the story of Reggie, a 12 year old rich prodigy who lives in a castle in New York, surrounded by wealth but living a lonely life as his parents are frequently absent. Eleanor is a young musician going through the pains of growing up, who is having problems with her boyfriend and was recently fired from her job. This is a beautiful story about discovery and acceptance.",301
1,Birdman or (The Unexpected Virtue of Ignorance),1h 59min,14 November 2014 (USA),,"['Alejandro González Iñárritu', 'Nicolás Giacobone', 'New Regency Pictures', 'M Prods', 'Grisbi Productions, Le']","['Michael Keaton', 'Zach Galifianakis', 'Edward Norton']","['Comedy', 'Drama', 'Romance']",['7.8'],"Actor Riggan Thomson is most famous for his movie role from over twenty years ago of the comic book superhero Birdman in the blockbuster movie of the same name and its two equally popular sequels. His association with the role took over his life, where Birdman is more renowned than ""Riggan Thomson"" the actor. Now past middle age, Riggan is trying to establish himself as a true artist by writing, directing, starring in and co-producing with his best friend Jake what is his Broadway debut, an adaptation of Raymond Carver's story, What We Talk About When We Talk About Love. He is staking his name, what little artistic reputation that comes with that name and his life savings on the project, and as such will do anything needed to make the play a success. As he and Jake go through the process of the previews toward opening night, Riggan runs into several issues: needing to find a replacement for the integral supporting male role the night before the first preview; hiring the talented ...",305
1,Chicago,1h 53min,24 January 2003 (USA),['Rob Marshall'],"['Bill Condon', 'Bob Fosse', 'Miramax', 'Producers Circle', 'Storyline Entertainment']","['Renée Zellweger', 'Catherine Zeta-Jones', 'Richard Gere']","['Comedy', 'Crime', 'Musical']",['7.2'],Murderesses Velma Kelly (a chanteuse and tease who killed her husband and sister after finding them in bed together) and Roxie Hart (who killed her boyfriend when she discovered he wasn't going to make her a star) find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,309
1,Resident Evil,1h 40min,15 March 2002 (USA),['Paul W.S. Anderson'],"['Paul W.S. Anderson', 'Constantin Film Produktion', 'Davis-Films', 'Impact Pictures']","['Milla Jovovich', 'Michelle Rodriguez', 'Ryan McCluskey']","['Action', 'Horror', 'Sci-Fi']",['6.7'],"A virus has escaped in a secret facility called ""The Hive,"" turning the staff into hungry zombies and releasing the mutated Lab ""Animals"" that they were studying. The complex computer shuts down the base to prevent infection. The parent corporation sends in an elite military unit, where they meet Alice, who is suffering from amnesia due to exposure to nerve gas. The military team must shut down the computer and get out, fighting their way past zombies, mutants, and the computer itself, before the virus escapes and infects the rest of the world. Alice must also come to terms with her slowly-returning memories.",312
1,Little Boy,1h 46min,24 April 2015 (USA),,"['Alejandro Monteverde', 'Pepe Portillo', 'Metanoia Films', 'Santa Fé Films']","['Jakob Salvati', 'Emily Watson', 'David Henrie']","['Drama', 'War']",['7.4'],An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,316
1,Transformers,2h 24min,3 July 2007 (USA),,"['Roberto Orci', 'Alex Kurtzman', 'DreamWorks', 'Paramount Pictures', 'Hasbro']","['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']","['Action', 'Adventure', 'Sci-Fi']",['7.1'],"A long time ago, far away on the planet of Cybertron, a war is being waged between the noble Autobots (led by the wise Optimus Prime) and the devious Decepticons (commanded by the dreaded Megatron) for control over the Allspark, a mystical talisman that would grant unlimited power to whoever possesses it. The Autobots managed to smuggle the Allspark off the planet, but Megatron blasts off in search of it. He eventually tracks it to the planet of Earth (circa 1850), but his reckless desire for power sends him right into the Arctic Ocean, and the sheer cold forces him into a paralyzed state. His body is later found by Captain Archibald Witwicky, but before going into a comatose state Megatron uses the last of his energy to engrave into the Captain's glasses a map showing the location of the Allspark, and to send a transmission to Cybertron. Megatron is then carried away aboard the Captain's ship. A century later, Captain Witwicky's grandson Sam Witwicky (nicknamed Spike by his friends) ...",317
1,Thelma & Louise,2h 10min,24 May 1991 (USA),['Ridley Scott'],"['Callie Khouri', 'Pathé Entertainment', 'Percy Main', 'Star Partners III Ltd.']","['Susan Sarandon', 'Geena Davis', 'Harvey Keitel']","['Adventure', 'Crime', 'Drama']",['7.4'],"Louise is working in a diner as a waitress and has some problems with her boyfriend Jimmy, who, as a musician, is always on the road. Thelma is married to Darryl who likes his wife to stay quiet in the kitchen so that he can watch football on TV. One day they decide to break out of their normal life and jump in the car and hit the road. Their journey, however, turns into a flight when Louise kills a man who threatens to rape Thelma. They decide to go to Mexico, but soon they are hunted by American police.",321
1,Lord of War,2h 2min,16 September 2005 (USA),['Andrew Niccol'],"['Andrew Niccol', 'Entertainment Manufacturing Company', 'VIP 3 Medienfonds', 'Ascendant Pictures']","['Nicolas Cage', 'Ethan Hawke', 'Jared Leto']","['Crime', 'Drama', 'Thriller']",['7.6'],"This film charts the rise and fall of Yuri Orlov, from his early days in the early 1980s in Little Odessa, selling guns to mobsters in his local neighbourhood, through to his ascension through the decade of excess and indulgence into the early 90s, where he forms a business partnership with an African warlord and his psychotic son. The film also charts his relationship through the years with his younger brother, his marriage to a famous model, his relentless pursuit by a determined federal agent and his inner demons that sway between his drive for success and the immorality of what he does.",324
1,The Social Network,2h,1 October 2010 (USA),,"['Aaron Sorkin', 'Ben Mezrich', 'Columbia Pictures', 'Relativity Media', 'Scott Rudin Productions']","['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake']","['Biography', 'Drama']",['7.7'],"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",328
1,Kill Bill: Vol. 1,1h 51min,10 October 2003 (USA),['Quentin Tarantino'],"['Quentin Tarantino', 'Quentin Tarantino', 'Miramax', 'A Band Apart', 'Super Cool ManChu']","['Uma Thurman', 'David Carradine', 'Daryl Hannah']","['Action', 'Crime', 'Thriller']",['8.1'],"The lead character, called 'The Bride,' was a member of the Deadly Viper Assassination Squad, led by her lover 'Bill.' Upon realizing she was pregnant with Bill's child, 'The Bride' decided to escape her life as a killer. She fled to Texas, met a young man, who, on the day of their wedding rehearsal was gunned down by an angry and jealous Bill (with the assistance of the Deadly Viper Assassination Squad). Four years later, 'The Bride' wakes from a coma, and discovers her baby is gone. She, then, decides to seek revenge upon the five people who destroyed her life and killed her baby. The saga of Kill Bill Volume I begins.",330
1,The Terminal,2h 8min,18 June 2004 (USA),['Steven Spielberg'],"['Andrew Niccol', 'Sacha Gervasi', 'DreamWorks', 'Amblin Entertainment', 'Parkes+MacDonald Image Nation']","['Tom Hanks', 'Catherine Zeta-Jones', 'Chi McBride']","['Comedy', 'Drama', 'Romance']",['7.3'],"Victor Novarski reaches JFK airport from a politically unstable country. Due to collapse of his government, his papers are no longer valid in the airport, and hence he is forced to stay in the airport till the war cools down. He makes the airport his home and develops a friendship with the people who work there until he can leave.",332
